DATE,OUTPOST_CODE,MESSAGE_TYPE,ITEM,QUANTITY,FAVORS,ASSIGNED_VEHICLE
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Radio Equipment,1,405,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Rubbing Alcohol,4,108,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Bandages,3,193,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Medical Equipment,1,354,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Bandages,3,174,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Medical Equipment,1,339,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Rubbing Alcohol,5,108,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Hygiene Packs,1,104,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Medical Equipment,1,310,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Bandages,3,154,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Medical Equipment,1,298,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Medical Equipment,1,297,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Hygiene Packs,1,99,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Medical Equipment,1,290,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Medical Equipment,1,289,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Medical Equipment,1,289,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Petrol,1,192,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Experimental Weaponry,2,575,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Medical Equipment,1,282,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Petrol,1,188,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Experimental Weaponry,2,562,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Experimental Weaponry,2,558,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Medical Equipment,1,278,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Medical Equipment,1,277,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Petrol,1,184,3
2028-09-25,b30ee063-8d91-49f1-ae65-faf378459d95,REQUEST,Petrol,1,183,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Experimental Weaponry,2,547,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Medical Equipment,1,270,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Medical Equipment,1,270,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Medical Equipment,1,270,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Medical Equipment,1,270,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Petrol,1,180,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Medical Equipment,1,270,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Bandages,4,176,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Bandages,4,175,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Hygiene Packs,1,86,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Petrol,1,172,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Radio Equipment,1,256,3
2028-09-25,f5756d16-a059-4107-b5f6-a4bedc19ea83,REQUEST,Radio Equipment,1,252,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Hygiene Packs,1,81,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Bandages,4,144,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Diesel,1,141,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Fat Rations,1,35,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Diesel,1,134,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Fat Rations,1,32,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Diesel,1,126,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Diesel,1,126,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Diesel,1,125,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Experimental Weaponry,3,560,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Fat Rations,1,31,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Experimental Weaponry,3,558,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Medical Equipment,2,366,3
2028-09-25,b30ee063-8d91-49f1-ae65-faf378459d95,REQUEST,Bandages,5,152,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Fat Rations,1,30,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Diesel,1,117,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Diesel,1,117,3
2028-09-25,b30ee063-8d91-49f1-ae65-faf378459d95,REQUEST,Bandages,5,144,3
2028-09-25,f5756d16-a059-4107-b5f6-a4bedc19ea83,REQUEST,Pulley,1,114,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Fat Rations,1,27,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Bandages,6,162,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Fat Rations,1,27,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Fat Rations,1,27,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Pulley,1,107,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Hygiene Packs,2,107,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Medical Equipment,2,315,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Pistol Parts,1,311,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Pulley,1,103,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Hygiene Packs,2,98,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Pulley,1,98,3
2028-09-25,f5756d16-a059-4107-b5f6-a4bedc19ea83,REQUEST,Medical Equipment,2,293,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Petrol,2,195,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Medical Equipment,2,291,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Pulley,1,97,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Pistol Parts,1,289,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Hygiene Packs,2,96,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Bandages,6,144,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Fat Rations,1,24,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Bandages,6,144,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Medical Equipment,3,431,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Hygiene Packs,2,94,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Pulley,1,94,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Pulley,1,93,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Petrol,2,184,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Fat Rations,1,23,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Pulley,1,92,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Hygiene Packs,2,92,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Fat Rations,1,23,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Bandages,7,160,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Riot Equipment,1,547,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Medical Equipment,2,270,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Riot Equipment,1,534,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Fat Rations,1,22,3
2028-09-25,b30ee063-8d91-49f1-ae65-faf378459d95,REQUEST,Makeshift Explosives,1,174,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Hygiene Packs,2,86,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Pulley,1,86,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Pulley,1,85,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Pulley,1,85,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Pistol Parts,1,254,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Rope,1,84,3
2028-09-25,b0d49275-8423-49a4-aebe-459d2c7057da,REQUEST,Radio Equipment,2,252,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Radio Equipment,2,252,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Pulley,1,83,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Hygiene Packs,2,82,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Protein Rations,1,41,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Riot Equipment,1,490,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Pulley,1,81,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Pulley,1,81,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Pulley,1,81,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Petrol,2,162,3
2028-09-25,f5756d16-a059-4107-b5f6-a4bedc19ea83,REQUEST,Pulley,1,81,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Pulley,1,81,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Pulley,1,81,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Pistol Parts,1,239,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Makeshift Explosives,1,159,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Petrol,2,153,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Petrol,2,153,3
2028-09-25,b0d49275-8423-49a4-aebe-459d2c7057da,REQUEST,Fat Rations,2,38,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Rope,1,76,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Pistol Parts,1,227,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Pistol Parts,1,226,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Rope,1,75,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Pistol Parts,1,223,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Rope,1,74,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Rope,1,74,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Riot Equipment,1,441,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Rope,1,73,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Hygiene Packs,3,109,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Pistol Parts,1,217,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Pistol Parts,1,216,3
2028-09-25,b0d49275-8423-49a4-aebe-459d2c7057da,REQUEST,Bandages,8,144,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Pistol Parts,1,216,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Rope,1,72,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Protein Rations,1,36,3
2028-09-25,b0d49275-8423-49a4-aebe-459d2c7057da,REQUEST,Rope,1,72,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Riot Equipment,1,431,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Pistol Parts,1,214,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Hygiene Packs,3,107,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Workshop Tools,1,213,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Riot Equipment,1,423,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Riot Equipment,1,422,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Petrol,3,210,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Diesel,2,139,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Hygiene Packs,3,104,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Riot Equipment,1,414,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Riot Equipment,1,412,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Workshop Tools,1,205,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Riot Equipment,1,406,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Drone Parts,1,202,3
2028-09-25,f5756d16-a059-4107-b5f6-a4bedc19ea83,REQUEST,Medical Equipment,3,302,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Rope,1,67,3
2028-09-25,b30ee063-8d91-49f1-ae65-faf378459d95,REQUEST,Climbing Equipment,1,134,3
2028-09-25,f5756d16-a059-4107-b5f6-a4bedc19ea83,REQUEST,Medical Equipment,3,301,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Workshop Tools,1,200,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Diesel,2,133,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Medical Equipment,3,298,3
2028-09-25,b30ee063-8d91-49f1-ae65-faf378459d95,REQUEST,Riot Equipment,1,396,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Riot Equipment,1,396,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Rope,1,66,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Rope,1,65,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Medical Equipment,3,292,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Medical Equipment,3,291,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Climbing Equipment,1,129,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Medical Equipment,3,289,3
2028-09-25,b30ee063-8d91-49f1-ae65-faf378459d95,REQUEST,Fat Rations,2,32,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Climbing Equipment,1,128,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Workshop Tools,1,191,3
2028-09-25,cab7e525-1e06-4660-9baf-3bccb5a97ce2,REQUEST,Medical Equipment,3,286,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Petrol,3,190,3
2028-09-25,e40d342c-6182-4b1b-a29e-0bed2a047d50,REQUEST,Workshop Tools,1,189,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Hygiene Packs,3,91,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Climbing Equipment,1,120,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Workshop Tools,1,180,3
2028-09-25,90b7f288-3673-4aba-b77d-2c85b815287d,REQUEST,Workshop Tools,1,180,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Workshop Tools,1,180,3
2028-09-25,e8168689-dcb9-4476-9ca4-5684b632ba41,REQUEST,Workshop Tools,1,180,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Radio Equipment,4,356,3
2028-09-25,b0d49275-8423-49a4-aebe-459d2c7057da,REQUEST,Climbing Equipment,1,117,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Fat Rations,2,29,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Fat Rations,2,29,3
2028-09-25,0416cbf5-6d56-4b6e-a802-0c41d09bba82,REQUEST,Radio Equipment,3,259,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Drilling Equipment,1,172,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Diesel,3,166,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Hygiene Packs,3,81,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Pistol Parts,2,321,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Drilling Equipment,1,157,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Hygiene Packs,4,104,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Radio Equipment,4,312,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Radio Equipment,4,307,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Pulley,2,102,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Petrol,3,153,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Medical Equipment,4,303,3
2028-09-25,b30ee063-8d91-49f1-ae65-faf378459d95,REQUEST,Radio Equipment,4,301,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Pistol Parts,2,295,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Drilling Equipment,1,146,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Medical Equipment,4,292,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Medical Equipment,4,291,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Drone Parts,1,144,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Drone Parts,1,144,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Fat Rations,2,24,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Pulley,2,96,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Drilling Equipment,1,144,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Climbing Equipment,1,96,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Climbing Equipment,1,95,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Radio Equipment,4,281,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,EXCESS,Medikit,1,454,3
